qid,rid,match
Q00106,R644521,0
Q16064,R013072,0
Q13354,R085233,1
Q27888,R002903,1
Q05067,R160477,0
Q08988,R827642,1
Q12802,R940888,0
Q06692,R833784,0
Q11652,R012463,0
Q29870,R004896,1
Q21111,R357283,0
Q25301,R000304,1
Q15804,R887740,0
Q28231,R003249,1
Q13192,R501736,0
Q25187,R000190,1
Q02510,R042561,0
Q29957,R004984,1
Q24087,R727525,0
Q28669,R003688,1
Q00908,R747041,0
Q01998,R250963,0
Q29753,R004779,1
Q04222,R663971,0
Q24829,R090174,1
Q00240,R257892,0
Q20359,R773938,0
Q19189,R965623,0
Q20555,R352308,0
Q18490,R509015,0
Q25962,R000968,1
Q17326,R712450,1
Q13913,R237059,0
Q28829,R003849,1
Q27516,R002528,1
Q28441,R003459,1
Q25617,R000621,1
Q15967,R609845,0
Q29439,R004463,1
Q13150,R737582,0
Q07709,R202488,1
Q07815,R199711,1
Q05596,R516723,1
Q09630,R956994,0
Q03525,R327157,1
Q07615,R289686,1
Q21822,R166966,0
Q22930,R385454,0
Q10093,R838390,0
Q26366,R001374,1
Q29997,R005024,1
Q04806,R060213,0
Q09791,R734203,0
Q22733,R337146,0
Q10560,R881746,0
Q13380,R475266,0
Q25087,R000089,1
Q02338,R844211,0
Q30392,R005421,1
Q20402,R301587,0
Q30250,R005278,1
Q07910,R165058,1
Q30562,R005592,1
Q26265,R001272,1
Q21421,R346680,0
Q06440,R013829,0
Q13592,R690816,0
Q07088,R658606,1
Q28184,R003202,1
Q29625,R004651,1
Q01641,R939943,0
Q21976,R483418,0
Q03206,R386553,0
Q13547,R457150,1
Q11907,R987348,0
Q20888,R341305,0
Q19376,R454566,1
Q16182,R282362,1
Q30226,R005254,1
Q04759,R891418,1
Q16868,R817377,0
Q19057,R250596,0
Q22844,R840054,0
Q18417,R321405,0
Q12339,R388731,0
Q07872,R703889,1
Q27718,R002732,1
Q22715,R811817,0
Q29005,R004027,1
Q17084,R059408,0
Q09250,R827561,1
Q30363,R005392,1
Q09117,R368955,1
Q02481,R055696,0
Q08258,R640527,1
Q20022,R830085,0
Q27928,R002944,1
Q26012,R001018,1
Q30245,R005273,1
Q11365,R857340,1
Q24637,R990080,0
Q14355,R817693,0
Q03162,R548409,0
Q00733,R239833,0
Q16477,R303738,1
Q26652,R001660,1
Q22498,R290748,0
Q19000,R704682,0
Q09790,R876729,1
Q05804,R860383,0
Q16415,R708584,1
Q06761,R519945,0
Q16332,R756899,0
Q16139,R998699,1
Q19944,R417313,1
Q25336,R000339,1
Q30380,R005409,1
Q08054,R339294,0
Q29175,R004197,1
Q03731,R220507,0
Q00793,R878351,0
Q23736,R806280,0
Q20823,R323196,1
Q25552,R000556,1
Q17097,R514607,0
Q24063,R696405,1
Q02928,R412041,0
Q07874,R660927,1
Q06484,R874459,0
Q25011,R000011,1
Q28130,R003148,1
Q30632,R005662,1
Q14118,R872925,1
Q30345,R005374,1
Q13604,R933264,1
Q10766,R524213,1
Q06963,R065813,1
Q12683,R762411,1
Q03849,R840742,0
Q18224,R932509,0
Q26837,R001846,1
Q28179,R003197,1
Q04572,R020251,1
Q27999,R003016,1
Q23655,R860631,0
Q25668,R000672,1
Q22147,R734827,1
Q30478,R005507,1
Q01384,R281575,0
Q10176,R305682,0
Q13689,R193417,1
Q17730,R591227,0
Q19272,R130587,0
Q06542,R843080,1
Q30131,R005159,1
Q05155,R598730,1
Q22928,R574185,0
Q24581,R177305,0
Q07359,R964594,1
Q15989,R987019,0
Q05506,R795840,0
Q16872,R351127,0
Q27537,R002549,1
Q21743,R425154,0
Q27627,R002639,1
Q07056,R636813,0
Q26440,R001448,1
Q05220,R380557,0
Q30070,R005098,1
Q25619,R000623,1
Q11817,R969232,0
Q14008,R638810,0
Q09240,R719353,1
Q27840,R002855,1
Q27979,R002996,1
Q15258,R390505,0
Q08249,R356301,0
Q11923,R428387,0
Q01158,R735116,1
Q03362,R922660,1
Q14840,R252056,1
Q16951,R208810,1
Q27458,R002470,1
Q00485,R270359,0
Q27027,R002036,1
Q12354,R231966,1
Q03533,R965029,1
Q08499,R618752,0
Q26074,R001081,1
Q29736,R004762,1
Q29898,R004925,1
Q08009,R185081,0
Q10967,R947650,0
Q27247,R002259,1
Q27323,R002335,1
Q22653,R486143,0
Q26415,R001423,1
Q03190,R186869,0
Q09039,R162563,0
Q05233,R554853,0
Q04060,R571884,0
Q07978,R096249,0
Q07967,R189464,1
Q06120,R807743,0
Q18080,R027176,0
Q09525,R543039,1
Q04360,R100711,1
Q28899,R003920,1
Q13385,R035218,1
Q19906,R680130,0
Q25651,R000655,1
Q19614,R051538,1
Q24180,R834307,1
Q21595,R140060,1
Q07580,R286923,1
Q30100,R005128,1
Q15747,R500452,0
Q10547,R142955,1
Q27399,R002411,1
Q11037,R317143,0
Q03146,R873841,1
Q20913,R027257,0
Q06187,R467254,0
Q03235,R671675,1
Q29571,R004596,1
Q25885,R000891,1
Q06669,R202022,0
Q19948,R488447,1
Q02024,R948180,0
Q02300,R684503,0
Q16659,R910808,0
Q14944,R330137,1
Q01270,R841757,0
Q25258,R000261,1
Q20224,R351375,0
Q01860,R108111,0
Q10469,R030312,0
Q01117,R129301,1
Q21787,R195033,1
Q01483,R519341,1
Q05265,R813579,0
Q08589,R276961,0
Q06098,R890529,0
Q19221,R058340,0
Q19188,R716621,0
Q24201,R405921,0
Q27918,R002933,1
Q03861,R043783,0
Q29717,R004743,1
Q20170,R395482,0
Q16218,R765218,0
Q30508,R005538,1
Q14311,R428902,0
Q15743,R441372,0
Q27838,R002853,1
Q27321,R002333,1
Q29608,R004634,1
Q12842,R494775,0
Q22010,R851791,0
Q02079,R555698,1
Q08189,R026340,0
Q05658,R963295,0
Q26369,R001377,1
Q22749,R549453,0
Q03018,R411952,0
Q00843,R602113,0
Q24485,R412186,1
Q15902,R683435,0
Q03323,R724823,0
Q00639,R203160,1
Q13500,R248384,1
Q22430,R817556,1
Q17304,R139096,0
Q24188,R017566,0
Q26221,R001228,1
Q07508,R495260,1
Q30093,R005121,1
Q04788,R775728,1
Q05695,R416330,1
Q16533,R299944,0
Q00910,R564257,1
Q18755,R023198,0
Q24817,R138580,0
Q04262,R962143,1
Q21634,R656977,0
Q13114,R520694,1
Q13605,R214667,0
Q26536,R001544,1
Q04751,R724448,0
Q20831,R013266,1
Q17608,R641174,0
Q03669,R843148,0
Q28342,R003360,1
Q01639,R078242,1
Q26876,R001885,1
Q16060,R754926,0
Q10395,R849500,0
Q28266,R003284,1
Q10542,R135510,1
Q29691,R004717,1
Q17810,R510086,0
Q13464,R733447,0
Q19406,R331483,0
Q20270,R894383,1
Q29548,R004573,1
Q20972,R354195,0
Q29649,R004675,1
Q11590,R369778,0
Q25748,R000752,1
Q25650,R000654,1
Q28538,R003557,1
Q26142,R001149,1
Q29940,R004967,1
Q21392,R538559,0
Q26049,R001055,1
Q04950,R688667,0
Q13537,R616539,1
Q21170,R458028,0
Q26167,R001174,1
Q04915,R588169,0
Q18838,R612515,0
Q13465,R317056,0
Q13261,R852111,1
Q12294,R986129,1
Q29928,R004955,1
Q23335,R598873,0
Q13445,R400910,0
Q19527,R271732,1
Q15694,R378912,1
Q16370,R860005,0
Q19826,R987510,0
Q29801,R004827,1
Q16544,R071294,0
Q10111,R619880,1
Q03124,R511826,0
Q09712,R852422,0
Q24200,R037658,0
Q17960,R164817,0
Q00064,R312809,0
Q25186,R000189,1
Q00822,R220297,0
Q30602,R005632,1
Q20713,R225183,1
Q21861,R197415,1
Q05384,R336836,0
Q02857,R773409,0
Q27923,R002938,1
Q16556,R667416,0
Q19766,R435871,0
Q29797,R004823,1
Q06775,R659866,0
Q04617,R075842,0
Q12812,R912938,1
Q30374,R005403,1
Q22515,R424639,0
Q27897,R002912,1
Q03321,R531967,1
Q10329,R151640,1
Q00083,R964915,1
Q14751,R312543,1
Q12859,R606403,0
Q23033,R418049,0
Q03656,R675428,1
Q03267,R583174,1
Q27427,R002439,1
Q00650,R762181,1
Q03844,R186379,0
Q08551,R708826,1
Q08960,R420096,1
Q17915,R596571,0
Q16925,R311253,0
Q26710,R001718,1
Q26918,R001927,1
Q07468,R978394,1
Q22358,R478892,0
Q23960,R970147,0
Q06231,R040305,1
Q26640,R001648,1
Q05470,R721625,1
Q27763,R002777,1
Q29259,R004281,1
Q11315,R032478,1
Q30192,R005220,1
Q00470,R583310,1
Q09379,R770821,0
Q27700,R002714,1
Q10842,R372905,1
Q25882,R000888,1
Q28444,R003462,1
Q08121,R502464,1
Q28406,R003424,1
Q01470,R625653,0
Q19937,R524602,1
Q10313,R490199,0
Q22629,R271907,0
Q00935,R860333,0
Q22284,R403849,0
Q11602,R114107,0
Q17152,R414531,1
Q00778,R071477,0
Q01698,R603615,0
Q14962,R604277,1
Q29890,R004917,1
Q07255,R253486,1
Q26895,R001904,1
Q13732,R131862,0
Q00074,R853125,0
Q27760,R002774,1
Q04058,R732159,0
Q25373,R000376,1
Q28835,R003855,1
Q12473,R191080,1
Q24758,R737944,0
Q25569,R000573,1
Q00451,R997967,0
Q26718,R001726,1
Q05913,R830306,1
Q06219,R400116,0
Q14115,R477789,0
Q18934,R428779,0
Q15816,R470558,0
Q17124,R372621,1
Q19368,R994695,0
Q07165,R220276,0
Q11573,R978086,0
Q07178,R792071,1
Q30652,R005682,1
Q18999,R597003,0
Q01814,R718965,0
Q18721,R793952,0
Q19039,R298114,1
Q08090,R106315,0
Q25241,R000244,1
Q00648,R835984,1
Q18101,R545626,1
Q24066,R217770,1
Q08230,R538000,0
Q26546,R001554,1
Q00086,R439438,0
Q26899,R001908,1
Q19568,R036918,0
Q10671,R044580,0
Q29226,R004248,1
Q13738,R491100,1
Q01939,R993700,0
Q27913,R002928,1
Q28326,R003344,1
Q27152,R002164,1
Q12613,R895790,1
Q02987,R754224,1
Q16668,R526711,0
Q11649,R677573,0
Q30611,R005641,1
Q19500,R004467,0
Q23017,R404078,1
Q01264,R602395,1
Q24287,R228667,0
Q14256,R447150,0
Q20984,R568377,0
Q29336,R004360,1
Q29109,R004131,1
Q30056,R005084,1
Q02978,R092319,0
Q11830,R560304,0
Q20268,R978469,0
Q19264,R164284,0
Q30264,R005292,1
Q07061,R112628,0
Q16357,R098718,1
Q03277,R899259,0
Q15999,R055146,0
Q30059,R005087,1
Q14208,R170771,1
Q05963,R292472,0
Q07278,R350912,1
Q29584,R004609,1
Q08318,R415538,1
Q10534,R536839,1
Q09792,R334082,0
Q01740,R195692,1
Q23536,R246209,1
Q21128,R172278,1
Q23530,R423063,0
Q02994,R210349,0
Q04785,R917666,0
Q24895,R219519,0
Q29809,R004835,1
Q06972,R031198,0
Q01750,R737714,0
Q01331,R193622,0
Q29754,R004780,1
Q10264,R762169,1
Q12042,R734601,1
Q14684,R065486,1
Q06799,R467341,0
Q19337,R003367,0
Q28586,R003605,1
Q19370,R300919,1
Q12727,R314217,0
Q26397,R001405,1
Q00964,R742155,0
Q04239,R860159,0
Q22541,R745036,0
Q21671,R506701,1
Q13909,R332185,0
Q14524,R995361,0
Q30314,R005343,1
Q04351,R150562,0
Q21405,R994430,0
Q16955,R315321,0
Q23699,R424611,0
Q05358,R761383,0
Q16384,R424345,0
Q25255,R000258,1
Q09918,R349963,0
Q05949,R731212,1
Q25575,R000579,1
Q22150,R560952,0
Q25664,R000668,1
Q03128,R800297,0
Q05692,R238396,0
Q04304,R503391,0
Q26533,R001541,1
Q15472,R570290,0
Q10581,R174758,0
Q27526,R002538,1
Q24660,R674981,0
Q12126,R338315,0
Q17175,R897002,0
Q25372,R000375,1
Q27667,R002679,1
Q26031,R001037,1
Q14213,R956831,1
Q29843,R004869,1
Q22210,R858182,0
Q25853,R000859,1
Q04895,R885034,0
Q26170,R001177,1
Q17815,R543838,1
Q21005,R349333,1
Q10482,R972016,1
Q01874,R362696,0
Q25091,R000093,1
Q20771,R767706,0
Q20485,R155591,0
Q29018,R004040,1
Q22576,R143595,0
Q25420,R000424,1
Q13345,R593013,1
Q20867,R215140,1
Q19876,R885149,1
Q15227,R816035,1
Q25666,R000670,1
Q10165,R412329,1
Q10866,R424482,0
Q03920,R888383,0
Q16009,R125614,0
Q28119,R003136,1
Q10079,R778319,0
Q20673,R603548,0
Q21459,R607155,0
Q16977,R972568,1
Q00149,R623659,1
Q02399,R311428,0
Q23915,R357044,0
Q23475,R039136,0
Q10779,R426447,0
Q11676,R058286,1
Q21913,R388012,0
Q26247,R001254,1
Q12510,R502134,0
Q27109,R002119,1
Q04363,R316568,1
Q26700,R001708,1
Q01709,R368304,1
Q06211,R750689,0
Q23616,R791669,1
Q16594,R584891,1
Q11061,R077328,0
Q19743,R660005,0
Q08275,R640616,1
Q17517,R414933,1
Q15153,R277418,0
Q30510,R005540,1
Q03068,R692020,1
Q18162,R926811,0
Q02871,R119344,0
Q14907,R281933,1
Q05240,R002816,0
Q04168,R696243,0
Q15621,R232693,0
Q21444,R197704,0
Q05650,R679495,1
Q15738,R704356,1
Q17291,R388231,0
Q20646,R833083,0
Q23689,R945749,0
Q30168,R005196,1
Q18700,R046326,0
Q18395,R952951,0
Q00427,R811312,0
Q01492,R893018,0
Q23745,R341529,0
Q22722,R361207,1
Q12179,R410320,0
Q00347,R183647,1
Q03472,R061904,1
Q03607,R067867,0
Q20230,R873253,0
Q11123,R347445,1
Q13614,R636710,0
Q00898,R572154,0
Q12114,R742306,1
Q00065,R267733,1
Q07162,R119807,0
Q26330,R001337,1
Q09766,R760108,0
Q02902,R156523,1
Q14067,R665268,0
Q17695,R406215,1
Q09637,R551397,1
Q18482,R881572,0
Q13557,R821624,0
Q20796,R564737,1
Q25340,R000343,1
Q12165,R697316,0
Q12077,R061588,1
Q00403,R617127,1
Q18025,R293971,1
Q01604,R283579,0
Q20177,R556973,0
Q18568,R724525,1
Q23594,R467370,0
Q03629,R947243,0
Q15466,R997058,0
Q28418,R003436,1
Q26410,R001418,1
Q06087,R460879,1
Q27834,R002849,1
Q12238,R594880,1
Q26802,R001811,1
Q18033,R981092,1
Q25273,R000276,1
Q16098,R998922,0
Q19609,R485492,1
Q18732,R230208,0
Q05362,R928236,1
Q01130,R627008,0
Q28409,R003427,1
Q22902,R204157,0
Q18092,R857814,1
Q04023,R309942,0
Q28580,R003599,1
Q28698,R003717,1
Q29500,R004525,1
Q07392,R773054,0
Q18483,R265767,0
Q05166,R980879,0
Q24836,R195982,0
Q28308,R003326,1
Q14046,R629433,0
Q18449,R017069,0
Q25136,R000138,1
Q17053,R453806,0
Q20417,R066529,0
Q06854,R660930,0
Q23386,R703916,1
Q11466,R796208,0
Q23801,R563018,0
Q12199,R186833,0
Q20408,R194524,1
Q23325,R057085,0
Q27846,R002861,1
Q29455,R004479,1
Q13849,R273978,0
Q07594,R374373,0
Q19343,R880208,1
Q26213,R001220,1
Q03009,R866545,0
Q28620,R003639,1
Q29995,R005022,1
Q00743,R155565,1
Q29377,R004401,1
Q15306,R911338,0
Q23936,R647075,0
Q29359,R004383,1
Q12895,R744758,0
Q09930,R558085,0
Q12025,R074074,0
Q25678,R000682,1
Q08219,R313963,0
Q19098,R590510,1
Q11173,R637291,0
Q02249,R099168,0
Q15081,R367300,0
Q08746,R072812,0
Q21569,R257557,0
Q06666,R229772,0
Q12538,R860565,0
Q02026,R734482,0
Q27165,R002177,1
Q14399,R741625,0
Q04217,R789971,0
Q05442,R890414,0
Q17555,R321130,0
Q05484,R579172,0
Q00945,R178578,0
Q02388,R422065,0
Q07720,R920534,0
Q29651,R004677,1
Q23486,R191453,0
Q14834,R246937,0
Q07194,R088798,0
Q09152,R094032,0
Q29164,R004186,1
Q12956,R352296,0
Q03405,R552910,0
Q27440,R002452,1
Q22950,R540108,1
Q20092,R833369,0
Q29979,R005006,1
Q30297,R005326,1
Q04338,R105593,0
Q20235,R382561,0
Q07758,R854336,1
Q04628,R657997,0
Q12318,R148478,1
Q16406,R232441,0
Q03012,R425169,0
Q24647,R582788,1
Q25912,R000918,1
Q02525,R868029,0
Q27935,R002951,1
Q20317,R437931,1
Q30642,R005672,1
Q12905,R011715,1
Q09089,R239127,0
Q02138,R628715,0
Q18419,R800726,0
Q07004,R907021,0
Q07365,R745167,0
Q28861,R003881,1
Q23052,R585396,0
Q22913,R346317,1
Q10229,R986128,0
Q28892,R003912,1
Q21365,R698866,1
Q26028,R001034,1
Q01085,R445236,0
Q16959,R756108,0
Q27701,R002715,1
Q18492,R825046,0
Q12617,R098357,1
Q05898,R870620,0
Q15920,R596387,0
Q23506,R146109,1
Q22480,R390330,0
Q12380,R138735,0
Q14235,R808351,1
Q30670,R005700,1
Q30175,R005203,1
Q07330,R647245,1
Q04110,R447893,0
Q23618,R523740,0
Q26344,R001351,1
Q29271,R004294,1
Q23382,R407568,1
Q26060,R001066,1
Q11515,R001360,1
Q04991,R143746,0
Q13076,R906109,0
Q06151,R403571,0
Q16961,R564480,1
Q10649,R376396,0
Q27900,R002915,1
Q04747,R755176,0
Q09824,R895299,1
Q23993,R703528,0
Q18470,R600657,1
Q15735,R425192,0
Q18051,R738473,0
Q26279,R001286,1
Q18647,R307972,1
Q28371,R003389,1
Q10638,R306827,0
Q21165,R058727,0
Q25353,R000356,1
Q29872,R004898,1
Q15729,R985571,0
Q07298,R302706,1
Q13688,R312221,0
Q19342,R856374,0
Q09170,R727699,0
Q17826,R395025,0
Q08494,R535013,1
Q28687,R003706,1
Q06920,R902677,0
Q27821,R002836,1
Q08237,R460453,0
Q04865,R624629,1
Q07140,R412176,0
Q28112,R003129,1
Q16006,R038753,0
Q07747,R383640,0
Q01523,R260519,0
Q24248,R073218,0
Q03523,R077685,0
Q25426,R000430,1
Q27082,R002091,1
Q25609,R000613,1
Q27157,R002169,1
Q03741,R718580,1
Q26945,R001954,1
Q11331,R834357,1
Q27493,R002505,1
Q11689,R270935,1
Q16320,R469900,0
Q11946,R153380,0
Q03671,R252433,1
Q13731,R926493,0
Q01919,R526806,1
Q10989,R367236,0
Q29853,R004879,1
Q25228,R000231,1
Q29016,R004038,1
Q28400,R003418,1
Q05860,R251726,0
Q27548,R002560,1
Q25608,R000612,1
Q28677,R003696,1
Q09364,R836007,0
Q27945,R002961,1
Q25161,R000163,1
Q29770,R004796,1
Q02734,R140796,0
Q03668,R607823,0
Q30179,R005207,1
Q26351,R001358,1
Q02916,R388022,1
Q30206,R005234,1
Q10485,R847962,0
Q29371,R004395,1
Q01897,R124002,1
Q07102,R055917,0
Q13062,R808966,1
Q30046,R005074,1
Q02766,R428601,0
Q00089,R358261,1
Q28132,R003150,1
Q16003,R736664,1
Q12990,R912408,0
Q00595,R401451,1
Q19839,R293359,0
Q09533,R776489,1
Q16835,R681076,1
Q21198,R060318,1
Q17833,R810439,1
Q06055,R092926,0
Q00206,R595071,1
Q14177,R995357,1
Q11304,R715055,0
Q23617,R447536,0
Q21357,R224663,0
Q29079,R004101,1
Q08344,R788803,0
Q09437,R894288,0
Q22965,R977403,0
Q18019,R029389,0
Q17144,R623678,0
Q10528,R565234,0
Q13448,R605011,0
Q27071,R002080,1
Q19554,R610480,0
Q30078,R005106,1
Q03365,R874971,0
Q14448,R434672,0
Q29388,R004412,1
Q29695,R004721,1
Q12529,R540470,1
Q22075,R068776,0
Q30648,R005678,1
Q29412,R004436,1
Q05308,R026258,1
Q29481,R004506,1
Q02818,R806873,0
Q01696,R663525,0
Q10993,R834073,0
Q11862,R317881,1
Q20253,R450451,0
Q29943,R004970,1
Q01693,R422514,1
Q29376,R004400,1
Q15173,R374295,0
Q08209,R721593,1
Q03814,R818987,1
Q06691,R620395,0
Q17809,R271451,0
Q16483,R058755,1
Q15473,R256620,0
Q20201,R611777,0
Q27612,R002624,1
Q13366,R339571,0
Q19403,R745739,1
Q03683,R702400,1
Q07351,R842041,1
Q19733,R698917,1
Q21332,R991640,1
Q11311,R756213,1
Q19976,R972827,0
Q25303,R000306,1
Q11857,R022442,0
Q19193,R066738,0
Q24733,R113154,1
Q27441,R002453,1
Q30348,R005377,1
Q13099,R220542,1
Q04289,R063813,1
Q20388,R042857,1
Q15842,R029478,1
Q27664,R002676,1
Q26629,R001637,1
Q25320,R000323,1
Q12051,R586793,1
Q02725,R896264,1
Q17119,R967673,1
Q27869,R002884,1
Q28053,R003070,1
Q12005,R091252,0
Q21764,R895984,0
Q08681,R190926,0
Q07823,R961351,0
Q14871,R672959,1
Q09682,R570377,0
Q07082,R401634,1
Q18122,R963696,0
Q02349,R241231,0
Q27471,R002483,1
Q01330,R205413,1
Q03276,R080476,0
Q07108,R797864,0
Q08619,R642403,0
Q18028,R862622,1
Q29422,R004446,1
Q03103,R710433,0
Q27248,R002260,1
Q16321,R801912,0
Q04671,R867498,0
Q19266,R816146,0
Q05066,R481437,0
Q15721,R998277,1
Q15442,R714568,0
Q29129,R004151,1
Q19910,R130700,1
Q26243,R001250,1
Q16976,R649290,1
Q00922,R443165,0
Q01564,R592490,0
Q26689,R001697,1
Q15056,R904790,0
Q02826,R423920,0
Q18552,R144751,1
Q22232,R934803,1
Q13475,R117605,0
Q06541,R443758,0
Q21601,R966336,1
Q25574,R000578,1
Q00282,R234028,0
Q02384,R379168,1
Q02112,R891727,1
Q18701,R485843,0
Q30256,R005284,1
Q26597,R001605,1
Q27194,R002206,1
Q06106,R847522,0
Q18650,R806841,0
Q30275,R005303,1
Q08066,R054933,0
Q23410,R464047,1
Q20660,R871054,0
Q15672,R149610,1
Q10526,R454351,0
Q22011,R128992,0
Q12766,R216944,0
Q05512,R213106,0
Q25316,R000319,1
Q26846,R001855,1
Q08380,R836927,1
Q27610,R002622,1
Q07509,R849852,0
Q16517,R091250,0
Q27876,R002891,1
Q30280,R005308,1
Q21839,R023182,0
Q10267,R904668,1
Q03404,R634191,0
Q29019,R004041,1
Q14844,R818143,0
Q19361,R270062,0
Q26171,R001178,1
Q00115,R340551,0
Q30561,R005591,1
Q23179,R189180,1
Q29301,R004324,1
Q26203,R001210,1
Q17747,R706362,0
Q24919,R686439,1
Q25974,R000980,1
Q05137,R324864,0
Q19874,R382092,0
Q12135,R359420,0
Q13634,R821221,0
Q26094,R001101,1
Q20344,R238270,0
Q06601,R609847,0
Q23329,R012140,1
Q07925,R061138,1
Q29174,R004196,1
Q04131,R476030,1
Q02006,R610882,0
Q25923,R000929,1
Q15405,R720308,1
Q13934,R168617,0
Q13187,R734502,0
Q06046,R617599,0
Q19486,R700420,0
Q30238,R005266,1
Q22719,R011544,0
Q12524,R707839,0
Q14074,R616189,0
Q14614,R288987,0
Q10639,R435410,0
Q10727,R020317,0
Q09706,R474984,0
Q22164,R676986,0
Q29182,R004204,1
Q28900,R003921,1
Q22370,R922992,0
Q14390,R023547,0
Q18860,R319120,1
Q04359,R064358,0
Q10759,R501810,1
Q17102,R849945,0
Q06647,R428413,1
Q11036,R575118,0
Q25445,R000449,1
Q23053,R140520,0
Q19753,R049467,0
Q19880,R597075,0
Q15940,R295539,0
Q16287,R578858,0
Q20510,R247911,0
Q12580,R165934,0
Q01765,R538626,1
Q03182,R182811,1
Q10104,R876018,0
Q29631,R004657,1
Q25142,R000144,1
Q29044,R004066,1
Q14868,R126283,0
Q18057,R405563,0
Q26075,R001082,1
Q12078,R933452,0
Q26765,R001774,1
Q14570,R541081,0
Q05673,R711752,1
Q03416,R737107,0
Q23682,R774973,0
Q22173,R072937,0
Q12810,R202938,1
Q26618,R001626,1
Q20279,R900557,0
Q10386,R028749,0
Q06781,R583569,0
Q13814,R896019,0
Q29930,R004957,1
Q01235,R078160,1
Q14338,R232501,0
Q15382,R653517,0
Q20569,R767671,0
Q28785,R003805,1
Q25079,R000081,1
Q18488,R779195,0
Q27630,R002642,1
Q23016,R006697,1
Q02719,R754279,0
Q12069,R526040,0
Q05208,R153660,1
Q09258,R384682,1
Q11026,R797300,1
Q19499,R150934,0
Q29699,R004725,1
Q21721,R194403,1
Q26024,R001030,1
Q22217,R926296,0
Q03335,R296533,0
Q02593,R995663,0
Q04731,R180920,1
Q05985,R503341,0
Q30355,R005384,1
Q25098,R000100,1
Q06479,R180243,0
Q04452,R451744,1
Q03899,R692986,0
Q08266,R793841,0
Q05907,R259862,0
Q12344,R834662,1
Q29157,R004179,1
Q30350,R005379,1
Q07822,R569622,0
Q01347,R737671,0
Q25120,R000122,1
Q24088,R993918,0
Q14604,R990409,0
Q00148,R549053,0
Q01396,R467007,0
Q12178,R926196,0
Q13384,R080078,0
Q30517,R005547,1
Q03341,R475263,0
Q06287,R142855,0
Q02900,R707291,0
Q00079,R652463,0
Q17259,R311282,1
Q13778,R200068,1
Q03132,R252679,0
Q08403,R513271,0
Q27811,R002826,1
Q10335,R265210,0
Q30135,R005163,1
Q18267,R031099,0
Q15868,R693250,0
Q16935,R353923,0
Q03108,R193495,0
Q26554,R001562,1
Q30038,R005065,1
Q29655,R004681,1
Q29264,R004286,1
Q03999,R188794,0
Q22583,R878356,1
Q19630,R206617,0
Q10991,R601659,0
Q09954,R063455,0
Q21258,R497771,0
Q28684,R003703,1
Q21530,R623826,1
Q15354,R377347,0
Q27812,R002827,1
Q04827,R914120,0
Q22178,R886774,0
Q11673,R425686,1
Q22718,R308134,1
Q11637,R328891,1
Q20999,R416771,1
Q20994,R648108,1
Q15275,R758276,0
Q00637,R177377,0
Q27335,R002347,1
Q03227,R940044,0
Q29630,R004656,1
Q07692,R228545,0
Q25845,R000851,1
Q03902,R411259,0
Q26307,R001314,1
Q29306,R004329,1
Q01890,R504117,0
Q27249,R002261,1
Q19470,R930249,0
Q06822,R928819,0
Q24833,R512824,0
Q29557,R004582,1
Q05110,R310551,0
Q21382,R034638,0
Q12226,R769387,0
Q06625,R561938,0
Q02963,R315109,1
Q16409,R403748,0
Q15668,R007940,0
Q16394,R126101,0
Q25507,R000511,1
Q17154,R729428,0
Q07687,R163896,1
Q11760,R643303,0
Q02747,R423971,0
Q11815,R027350,0
Q25808,R000813,1
Q00953,R234750,0
Q30570,R005600,1
Q25193,R000196,1
Q20656,R843925,0
Q18636,R222671,1
Q23570,R242673,1
Q27766,R002780,1
Q09367,R810060,0
Q20104,R778829,0
Q07537,R111589,0
Q28189,R003207,1
Q12142,R334124,1
Q03158,R040535,1
Q01596,R540374,0
Q25143,R000145,1
Q02669,R629777,0
Q24669,R795829,0
Q16328,R278536,0
Q25680,R000684,1
Q04343,R323822,0
Q00939,R931402,1
Q24981,R870272,0
Q27552,R002564,1
Q25990,R000996,1
Q00108,R759788,0
Q23501,R472794,0
Q17938,R479840,1
Q12180,R868477,0
Q28922,R003944,1
Q27626,R002638,1
Q14586,R910624,0
Q16536,R168880,1
Q01617,R747068,0
Q11074,R121250,0
Q24727,R474774,0
Q08152,R384418,1
Q00436,R138036,0
Q29100,R004122,1
Q00985,R261312,1
Q25840,R000845,1
Q09390,R042220,0
Q23790,R143179,0
Q30415,R005444,1
Q04629,R033718,1
Q22021,R859631,0
Q10729,R237429,1
Q23236,R477262,0
Q08611,R618968,0
Q08478,R239026,0
Q04925,R055480,1
Q26749,R001758,1
Q24429,R750346,0
Q11412,R966292,0
Q26577,R001585,1
Q17887,R880488,0
Q03180,R915113,0
Q28651,R003670,1
Q17636,R166453,1
Q28804,R003824,1
Q00835,R902923,0
Q11416,R543712,0
Q21877,R373139,0
Q18988,R904742,1
Q21592,R376515,0
Q13397,R862426,0
Q18667,R653902,1
Q28743,R003763,1
Q17047,R281002,0
Q05789,R425907,1
Q13296,R894381,0
Q14732,R014287,1
Q25566,R000570,1
Q10874,R995026,1
Q23749,R506991,1
Q05533,R822660,1
Q15695,R080976,0
Q20339,R409515,0
Q23962,R245054,0
Q14867,R480874,1
Q27434,R002446,1
Q06510,R592134,0
Q12386,R293164,1
Q21022,R621915,1
Q00539,R848375,0
Q17200,R310952,1
Q00757,R920772,0
Q03023,R109016,0
